City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,es castell,39.8795,4.2854,298.53,78,0,2.06,ES,1691611527
363,yuzhno-kurilsk,44.0306,145.8556,292.74,100,100,4.44,RU,1691611527
364,saint-felicien,48.6501,-72.4491,293.43,68,75,5.14,CA,1691611333
365,onega,63.9061,38.1404,290.0,75,1,3.0,RU,1691611527
366,mata-utu,-13.2816,-176.1745,301.04,75,12,4.55,WF,1691611528
367,palmer,42.1584,-72.3287,301.83,50,75,6.17,US,1691611529
368,port blair,11.6667,92.75,301.17,83,75,2.57,IN,1691611529
369,owode,6.9486,3.5051,299.46,87,100,2.46,NG,1691611531
370,santa terezinha,-29.9002,-50.0904,289.35,96,100,8.76,BR,1691611531
371,amal,59.051,12.7049,285.04,93,100,4.28,SE,1691611532
372,phai sali,15.5976,100.6585,298.09,90,100,0.97,TH,1691611532
373,reconquista,-29.15,-59.65,295.55,55,14,2.88,AR,1691611532
374,pechora,65.1472,57.2244,288.99,67,100,1.55,RU,1691611532
375,berezovo,63.9381,65.0419,285.47,65,50,3.41,RU,1691611532
376,la rinconada,37.4873,-5.9826,308.28,43,0,3.6,ES,1691611532
377,nelson bay,-32.7167,152.15,284.82,95,98,2.24,AU,1691611533
378,prince rupert,54.3161,-130.3201,288.2,93,100,6.17,CA,1691611248
379,harstad,68.799,16.5293,292.49,71,40,2.49,NO,1691611483
380,hengyang,26.8881,112.615,299.62,91,1,0.94,CN,1691611536
381,morden,49.1919,-98.1014,294.87,60,84,3.09,CA,1691611345
382,urzhar,47.093,81.6294,293.27,59,6,2.37,KZ,1691611537
383,ierapetra,35.01,25.7353,299.9,53,0,3.58,GR,1691611538
384,pankrushikha,53.8319,80.3406,290.05,58,5,0.19,RU,1691611539
385,jianshui,23.6363,102.8264,293.56,99,100,0.29,CN,1691611540
386,valdivia,-39.8142,-73.2459,284.2,96,100,4.8,CL,1691611540
387,lepsy,46.235,78.9456,297.88,40,0,4.12,KZ,1691611540
388,rasskazovo,52.6714,41.9033,292.83,66,15,2.92,RU,1691611541
389,palora,-1.7,-77.9333,301.21,64,99,1.8,EC,1691611541
390,mmabatho,-25.85,25.6333,285.13,32,35,3.6,ZA,1691611541
391,kailua-kona,19.6406,-155.9956,302.75,74,20,5.14,US,1691611541
392,leua,48.2156,18.6071,287.54,91,92,1.44,SK,1691611542
393,peniche,39.3558,-9.3811,294.51,92,5,2.28,PT,1691611542
394,rengasdengklok,-6.1592,107.2981,296.12,87,100,2.79,ID,1691611542
395,argo,37.6333,22.7333,299.7,65,47,1.99,GR,1691611542
396,lerwick,60.1545,-1.1494,284.15,73,97,10.63,GB,1691611542
397,arno,60.1167,18.6333,288.03,76,100,6.65,SE,1691611542
398,pogranichnyy,44.4064,131.3769,292.5,99,100,1.05,RU,1691611542
399,flin flon,54.7682,-101.865,291.06,45,20,3.09,CA,1691611542
400,porto tolle,44.9497,12.3245,295.61,64,35,4.0,IT,1691611542
401,lubango,-14.9172,13.4925,288.09,53,0,1.91,AO,1691611543
402,spring creek,40.7266,-115.5859,303.05,17,13,2.48,US,1691611543
403,dame-marie,18.5667,-74.4167,302.93,72,37,1.76,HT,1691611558
404,trebinje,42.7119,18.3442,294.35,68,0,1.03,BA,1691611559
405,kerikeri,-35.2268,173.9474,278.66,93,1,1.77,NZ,1691611500
406,mili,6.0815,171.735,301.03,74,70,1.77,MH,1691611559
407,dampit,-8.2116,112.7493,291.5,95,71,1.77,ID,1691611559
408,senanga,-16.1167,23.2667,290.39,32,5,2.96,ZM,1691611560
409,tura,25.5198,90.2201,296.71,98,100,0.88,IN,1691611560
410,ouahigouya,13.5828,-2.4216,301.4,60,96,1.21,BF,1691611560
411,lorengau,-2.0226,147.2712,300.63,77,100,5.31,PG,1691611561
412,carutapera,-1.195,-46.02,300.52,77,75,4.34,BR,1691611561
413,yulinshi,38.2906,109.7494,297.25,63,66,4.42,CN,1691611561
414,ola,59.5833,151.2833,284.17,68,9,3.7,RU,1691611561
415,arteche,12.2645,125.4048,300.46,81,100,3.72,PH,1691611561
416,gwanda,-20.9333,29.0,284.45,58,5,2.1,ZW,1691611562
417,noyabrsk,63.1994,75.4507,283.12,84,100,9.68,RU,1691611562
418,san luis de la loma,17.2706,-100.8939,302.96,78,100,1.89,MX,1691611563
419,irbit,57.6705,63.071,290.27,71,100,1.86,RU,1691611270
420,hwange,-18.3693,26.5019,290.96,33,0,1.82,ZW,1691611564
421,vallenar,-28.5708,-70.7581,291.26,28,84,4.95,CL,1691611565
422,iaciara,-14.0958,-46.6317,306.72,19,0,2.93,BR,1691611565
423,patnongon,10.9132,121.9937,299.34,85,75,1.17,PH,1691611565
424,hawera,-39.5917,174.2833,281.61,85,82,4.92,NZ,1691611587
425,nambucca heads,-30.65,153.0,285.15,82,14,2.05,AU,1691611587
426,sarmiento,-45.5882,-69.07,287.07,57,100,7.21,AR,1691611587
427,arkhangel'sk,64.5401,40.5433,289.86,79,3,2.11,RU,1691611357
428,baker city,44.7749,-117.8344,294.99,49,75,3.09,US,1691611588
429,taghazout,30.5426,-9.7112,299.58,65,90,2.18,MA,1691611589
430,wakkanai,45.4094,141.6739,290.42,97,99,4.02,JP,1691611589
431,bodo,67.28,14.405,292.47,55,0,6.17,NO,1691611589
432,perevoz,55.5961,44.5446,292.39,65,0,3.35,RU,1691611590
433,tanumah,27.1,44.1333,306.17,11,1,4.9,SA,1691611590
434,mabaruma,8.2,-59.7833,299.62,90,100,2.83,GY,1691611590
435,zinjibar,13.1287,45.3807,304.5,62,99,3.01,YE,1691611590
436,mazamari,-11.3258,-74.5308,302.43,57,82,0.37,PE,1691611591
437,arraial do cabo,-22.9661,-42.0278,296.07,73,40,7.72,BR,1691611323
438,nadym,65.5333,72.5167,281.54,77,0,8.29,RU,1691611591
439,puerto leguizamo,-0.1934,-74.7819,303.8,58,86,1.27,CO,1691611591
440,witu,-2.3889,40.4382,297.24,85,16,5.4,KE,1691611591
441,kuching,1.55,110.3333,299.81,95,20,0.51,MY,1691611592
442,greenland,43.0362,-70.8328,301.64,53,75,4.63,US,1691611592
443,colares,38.7992,-9.4469,297.7,81,20,7.15,PT,1691611592
444,maintirano,-18.0667,44.0167,296.7,75,5,6.63,MG,1691611592
445,progreso,21.2833,-89.6667,309.21,63,2,6.72,MX,1691611592
446,quesnel,52.9999,-122.5029,290.43,82,100,1.54,CA,1691611338
447,saltillo,25.4167,-101.0,307.13,29,0,4.12,MX,1691611318
448,seaford,50.7714,0.1027,291.46,89,0,2.13,GB,1691611593
449,gallup,35.5281,-108.7426,300.57,27,49,0.45,US,1691611594
450,sinjai,-5.1241,120.253,297.29,86,99,1.33,ID,1691611594
451,jose maria morelos,23.3952,-103.8984,300.12,30,81,2.0,MX,1691611609
452,shawnee,39.05,-95.7669,302.39,67,0,2.06,US,1691611490
453,alibag,18.6411,72.8792,301.19,87,96,2.72,IN,1691611609
454,puerto deseado,-47.7503,-65.8938,284.85,64,89,6.34,AR,1691611311
455,diamondhead,30.3946,-89.3639,310.32,70,1,4.13,US,1691611610
456,saint-pierre,-21.3393,55.4781,292.97,77,0,3.09,RE,1691611610
457,matsue,35.4722,133.0506,301.59,72,100,8.81,JP,1691611610
458,ajdabiya,30.7554,20.2263,300.34,63,0,8.04,LY,1691611610
459,as sulayyil,20.4607,45.5779,307.98,9,5,3.46,SA,1691611610
460,key west,24.5557,-81.7826,307.15,69,0,3.6,US,1691611516
461,lejanias,3.5251,-74.0216,299.57,79,37,1.32,CO,1691611610
462,coahuayana de hidalgo,18.7,-103.6583,307.29,58,13,3.68,MX,1691611610
463,siwa oasis,29.2041,25.5195,305.73,27,0,2.42,EG,1691611611
464,ercis,39.0287,43.3586,296.55,36,0,3.54,TR,1691611611
465,kiama,-34.6833,150.8667,288.47,68,88,3.58,AU,1691611431
466,sirte,31.2089,16.5887,299.94,61,1,4.95,LY,1691611611
467,black forest,39.0131,-104.7008,298.56,41,0,3.58,US,1691611339
468,cadale,2.7603,46.3222,297.73,85,64,7.5,SO,1691611611
469,chul'man,56.8479,124.9104,286.42,86,24,2.28,RU,1691611611
470,buala,-8.145,159.5921,298.7,87,100,3.36,SB,1691611611
471,portoferraio,42.8115,10.3146,296.55,65,11,2.8,IT,1691611612
472,recreo,-29.2818,-65.061,295.9,31,55,9.65,AR,1691611612
473,tarfaya,27.9358,-12.9218,294.71,92,26,9.98,MA,1691611612
474,musan-up,42.2261,129.2078,291.89,98,100,1.06,KP,1691611612
475,aban,56.67,96.06,287.77,90,92,1.44,RU,1691611612
476,broken hill,-31.95,141.4333,283.66,68,34,3.68,AU,1691611612
477,saldanha,-33.0117,17.9442,287.07,80,0,3.99,ZA,1691611612
478,borazjan,29.2666,51.2159,312.88,21,96,1.05,IR,1691611612
479,merano,46.6682,11.1595,293.79,85,48,2.49,IT,1691611613
480,dunedin,-45.8742,170.5036,277.48,70,47,4.02,NZ,1691611613
481,masterton,-40.9597,175.6575,276.97,99,100,1.99,NZ,1691611578
482,pionerskiy,54.9508,20.2275,286.06,63,100,3.09,RU,1691611613
483,malpica,43.3228,-8.8105,296.24,67,47,5.01,ES,1691611613
484,severo-yeniseyskiy,60.3725,93.0408,282.31,93,5,2.14,RU,1691611613
485,taulaga,-11.0553,-171.0883,300.72,81,26,6.9,AS,1691611614
486,valparaiso,-33.0393,-71.6273,288.15,91,100,5.66,CL,1691611614
487,eynesil,41.0645,39.1438,297.04,92,87,2.96,TR,1691611614
488,east london,-33.0153,27.9116,290.5,78,72,7.71,ZA,1691611614
489,greenville,35.6127,-77.3663,305.24,44,0,3.09,US,1691611598
490,garachico,28.7781,-17.7646,296.21,78,0,6.17,ES,1691611614
491,aki,33.5,133.9,299.51,94,100,7.56,JP,1691611614
492,tougue,11.4667,-11.6,294.88,91,96,0.43,GN,1691611614
493,alliance,40.9153,-81.1059,302.28,63,77,4.28,US,1691611614
494,tarauaca,-8.1614,-70.7656,305.61,45,97,0.62,BR,1691611615
495,tagbilaran city,9.65,123.85,300.6,80,100,3.55,PH,1691611615
496,horta,38.5333,-28.6333,298.95,82,20,6.17,PT,1691611615
497,beira,-19.8436,34.8389,294.2,88,75,4.63,MZ,1691611615
498,rongelap,11.1635,166.8941,301.02,76,42,2.61,MH,1691611630
499,yaren,-0.5472,166.916,301.05,76,59,2.51,NR,1691611630
500,kalabo,-14.97,22.6814,291.36,30,1,2.74,ZM,1691611646
501,sarakhs,36.5449,61.1577,302.56,24,12,2.91,IR,1691611646
502,timbuktu,16.7735,-3.0074,310.13,30,77,4.15,ML,1691611646
503,kristiansund,63.1115,7.732,284.51,87,75,0.0,NO,1691611545
504,saint-joseph,-21.3667,55.6167,292.36,78,20,3.64,RE,1691611484
505,floro,61.5996,5.0328,283.19,93,100,5.14,NO,1691611646
506,black river,18.0264,-77.8487,305.14,64,12,5.72,JM,1691611647
507,harper,4.375,-7.7169,297.55,82,100,5.5,LR,1691611647
508,kulhudhuffushi,6.6221,73.07,301.22,78,100,6.84,MV,1691611647
509,sorong,-0.8833,131.25,297.9,88,100,5.63,ID,1691611541
510,rawlins,41.7911,-107.2387,294.46,37,0,4.63,US,1691611647
511,holualoa,19.6228,-155.9522,301.36,73,20,5.14,US,1691611491
512,australind,-33.2667,115.7167,282.64,82,100,2.74,AU,1691611647
513,saladas,-28.2538,-58.6259,295.12,61,44,2.18,AR,1691611648
514,nemuro,43.3236,145.575,291.87,100,100,6.04,JP,1691611460
515,labytnangi,66.6572,66.4183,282.87,79,7,2.88,RU,1691611648
516,sandnessjoen,66.0217,12.6316,292.21,48,20,4.12,NO,1691611477
517,fort bragg,35.139,-79.006,306.43,40,40,2.57,US,1691611586
518,taro,-8.3862,115.28,292.15,88,83,0.7,ID,1691611490
519,winnemucca,40.973,-117.7357,305.18,12,0,4.63,US,1691611648
520,troitsko-pechorsk,62.7084,56.1964,286.62,75,1,1.95,RU,1691611649
521,mahibadhoo,3.7833,72.9667,300.96,78,100,5.86,MV,1691611649
522,suva,-18.1416,178.4415,293.86,88,75,3.09,FJ,1691611461
523,hisarya,42.5,24.7,292.97,54,50,1.56,BG,1691611649
524,murudeshwara,14.0943,74.4845,298.79,87,79,0.73,IN,1691611649
525,urucara,-2.5364,-57.76,309.04,34,74,2.69,BR,1691611650
526,lazaro cardenas,17.9583,-102.2,304.86,64,13,3.68,MX,1691611650
527,siedlce,52.1677,22.2901,286.7,96,99,1.84,PL,1691611650
528,touros,-5.1989,-35.4608,299.07,76,44,7.66,BR,1691611650
529,taishan,22.2514,112.7799,299.51,87,33,1.6,CN,1691611650
530,katabu,-4.9333,122.5167,295.75,86,50,1.68,ID,1691611650
531,beau vallon,-20.4189,57.6953,296.05,69,7,6.71,MU,1691611651
532,carnot,4.9409,15.8665,294.62,94,79,1.08,CF,1691611651
533,victorica,-36.2151,-65.4359,290.36,30,100,7.21,AR,1691611666
534,vodnyy,63.5046,53.4095,287.89,69,3,1.47,RU,1691611667
535,launceston,-41.45,147.1667,283.95,93,75,5.66,AU,1691611667
536,camayenne,9.535,-13.6878,299.09,86,100,4.42,GN,1691611667
537,huanuni,-18.2667,-66.85,284.53,14,0,5.12,BO,1691611668
538,elliot,-31.3333,27.85,282.2,73,29,1.22,ZA,1691611668
539,trondheim,63.4305,10.3951,289.77,66,8,0.89,NO,1691611668
540,bandundu,-3.3167,17.3667,303.1,36,47,1.28,CD,1691611668
541,natal,-5.795,-35.2094,296.51,94,75,1.54,BR,1691611668
542,nakskov,54.8373,11.1284,288.21,68,59,10.04,DK,1691611668
543,novaya igirma,57.1334,103.9112,289.66,96,100,1.46,RU,1691611669
544,najran,17.4924,44.1277,302.31,13,30,1.3,SA,1691611669
545,nouadhibou,20.931,-17.0347,296.14,83,20,9.77,MR,1691611669
546,terekli-mekteb,44.1671,45.8698,303.43,39,6,5.22,RU,1691611669
547,salinopolis,-0.6136,-47.3561,301.01,75,53,6.02,BR,1691611612
548,zag,46.9441,99.165,284.72,86,1,0.48,MN,1691611492
549,anadarko,35.0726,-98.2437,309.15,16,95,7.66,US,1691611447
550,arar,30.9753,41.0381,306.44,13,0,6.95,SA,1691611685
551,hirara,24.8,125.2833,301.6,80,74,1.94,JP,1691611686
552,brandon,27.9378,-82.2859,310.43,60,0,3.09,US,1691611612
553,sekondi-takoradi,4.934,-1.7137,297.29,86,77,4.57,GH,1691611687
554,imbituba,-28.24,-48.6703,291.96,96,100,6.16,BR,1691611687
555,nar'yan-mar,67.6713,53.087,286.38,80,49,2.27,RU,1691611687
556,grand falls-windsor,48.9332,-55.6649,290.1,79,100,0.45,CA,1691611688
557,mangalia,43.8,28.5833,293.03,67,0,3.98,RO,1691611688
558,mao,39.8885,4.2658,298.46,78,0,2.06,ES,1691611688
559,inverloch,-38.6333,145.7167,282.56,93,100,7.58,AU,1691611689
